Chr	Start	End	Gene
chr8	38297818	38297895	FGFR1
chr8	38314868	38315057	FGFR1
chr8	38318608	38318629	FGFR1
chr8	39022506	39022537	chr8:39.0Mb
chr8	39771436	39771533	IDO1
chr8	39775362	39775494	IDO1
chr8	39775601	39775731	IDO1
chr8	39776328	39776457	IDO1
chr8	39777613	39777638	IDO1
chr8	39780065	39780175	IDO1
chr8	39780982	39781110	IDO1
chr8	39782234	39782296	IDO1
chr8	39782736	39782895	IDO1
chr8	39785343	39785709	IDO1
chr8	39792710	39792742	IDO2
chr8	39806662	39806788	IDO2
chr8	39821121	39821227	IDO2
chr8	39836580	39836710	IDO2
chr8	39840165	39840294	IDO2
chr8	39843021	39843046	IDO2
chr8	39845384	39845494	IDO2
chr8	39847234	39847362	IDO2
chr8	39862840	39862902	IDO2
chr8	39871078	39871237	IDO2
chr8	39872760	39873126	IDO2
chr8	42044938	42044969	PLAT
chr8	47759696	47759727	LINC00293
chr8	48320547	48320579	chr8:48.3Mb
chr8	52412210	52412241	chr8:52.4Mb
chr8	55592320	55592351	chr8:55.6Mb
chr8	57078796	57080067	PLAG1
chr8	57080581	57080833	PLAG1
chr8	57353810	57353842	PENK
chr8	61178558	61178589	CA8
chr8	63659594	63659625	NKAIN3
chr8	66439535	66439566	LOC286186
chr8	69002949	69002980	PREX2
chr8	72211818	72211849	chr8:72.2Mb
chr8	74858889	74858921	TCEB1
chr8	74858952	74858984	TCEB1
chr8	76452297	76452328	HNF4G
chr8	79629722	79629755	ZC2HC1A
chr8	82606781	82606782	SLC10A5
chr8	86089771	86089802	E2F5
chr8	87235134	87235165	chr8:87.2Mb
chr8	90781937	90781968	chr8:90.8Mb
chr8	90947804	90947845	NBN
chr8	90949248	90949308	NBN
chr8	90955475	90955599	NBN
chr8	90958362	90958528	NBN
chr8	90960046	90960125	NBN
chr8	90965466	90965924	NBN
chr8	90967505	90967788	NBN
chr8	90970947	90971087	NBN
chr8	90976632	90976740	NBN
chr8	90982586	90982790	NBN
chr8	90983395	90983523	NBN
chr8	90990442	90990556	NBN
chr8	90990558	90990598	chr8:91.0Mb
chr8	90992956	90993126	NBN
chr8	90993597	90993756	NBN
chr8	90994944	90995088	NBN
chr8	90996747	90996794	NBN
chr8	94041982	94042013	chr8:94.0Mb
chr8	97239110	97239141	UQCRB
chr8	99057134	99057165	chr8:99.1Mb
chr8	104312325	104312356	FZD6
chr8	105479133	105479164	DPYS
chr8	108970248	108970279	chr8:109.0Mb
chr8	113308227	113308258	CSMD3
chr8	114185987	114186018	CSMD3
chr8	118830804	118830835	chr8:118.8Mb
chr8	120337436	120337468	chr8:120.3Mb
chr8	123966143	123966174	ZHX2
chr8	125487345	125487536	LOC101927612;RNF139
chr8	125498066	125499890	RNF139;TATDN1
chr8	126443332	126443363	TRIB1
chr8	128748834	128748874	MYC
chr8	128750488	128751270	MYC
chr8	128752636	128753209	MYC
chr8	130760834	130760865	GSDMC
chr8	132982808	132982839	EFR3A
chr8	135612729	135612760	ZFAT;ZFAT-AS1
chr8	139321163	139321194	chr8:139.3Mb
chr8	141461046	141461077	TRAPPC9
chr8	144239843	144239874	LY6H
chr9	214690	214721	C9orf66;DOCK8
chr9	2029017	2029252	SMARCA2
chr9	2032946	2033086	SMARCA2
chr9	2039460	2039905	SMARCA2
chr9	2047223	2047489	SMARCA2
chr9	2054591	2054728	SMARCA2
chr9	2056666	2056850	SMARCA2
chr9	2058285	2058469	SMARCA2
chr9	2060810	2060991	SMARCA2
chr9	2070412	2070476	SMARCA2
chr9	2073206	2073347	SMARCA2
chr9	2073560	2073628	SMARCA2
chr9	2076223	2076334	SMARCA2
chr9	2077623	2077781	SMARCA2
chr9	2081826	2082000	SMARCA2
chr9	2083341	2083418	SMARCA2
chr9	2084080	2084201	SMARCA2
chr9	2086823	2087076	SMARCA2
chr9	2088494	2088618	SMARCA2
chr9	2096651	2096769	SMARCA2
chr9	2097379	2097476	SMARCA2
chr9	2101564	2101621	SMARCA2
chr9	2103997	2104174	SMARCA2
chr9	2110248	2110422	SMARCA2
chr9	2115816	2116054	SMARCA2
chr9	2119452	2119540	SMARCA2
chr9	2123713	2123942	SMARCA2
chr9	2161680	2161908	SMARCA2
chr9	2170413	2170477	SMARCA2
chr9	2181565	2181681	SMARCA2
chr9	2182135	2182247	SMARCA2
chr9	2186090	2186233	SMARCA2
chr9	2191260	2191413	SMARCA2
chr9	2192698	2192744	SMARCA2
chr9	3855947	3855978	chr9:3.9Mb
chr9	5021982	5022218	JAK2
chr9	5029777	5029911	JAK2
chr9	5044397	5044525	JAK2
chr9	5050680	5050836	JAK2
chr9	5054557	5054889	JAK2
chr9	5055663	5055793	JAK2
chr9	5064877	5065045	JAK2
chr9	5066672	5066794	JAK2
chr9	5069016	5069213	JAK2
chr9	5069919	5070057	JAK2
chr9	5072486	5072631	JAK2
chr9	5073692	5073790	JAK2
chr9	5077447	5077585	JAK2
chr9	5078300	5078449	JAK2
chr9	5080223	5080385	JAK2
chr9	5080527	5080688	JAK2
chr9	5081719	5081866	JAK2
chr9	5089668	5089868	JAK2
chr9	5090440	5090575	JAK2
chr9	5090733	5090916	JAK2
chr9	5122998	5123126	JAK2
chr9	5126327	5126451	JAK2
chr9	5126678	5126796	JAK2
chr9	5456108	5456170	CD274
chr9	5457073	5457425	CD274
chr9	5462828	5463126	CD274
chr9	5465493	5465611	CD274
chr9	5466764	5466834	CD274
chr9	5467834	5467867	CD274
chr9	5522541	5522606	PDCD1LG2
chr9	5534739	5535055	PDCD1LG2
chr9	5549329	5549609	PDCD1LG2
chr9	5557612	5557757	PDCD1LG2
chr9	5563156	5563220	PDCD1LG2
chr9	5569948	5569995	PDCD1LG2
chr9	7076447	7076478	KDM4C
chr9	8454550	8454581	PTPRD
chr9	12704709	12704740	chr9:12.7Mb
chr9	15591356	15591387	CCDC171
chr9	18504900	18504931	ADAMTSL1
chr9	21802742	21802785	MTAP
chr9	21802860	21802954	MTAP
chr9	21815426	21815523	MTAP
chr9	21816707	21816776	MTAP
chr9	21818028	21818206	MTAP
chr9	21837901	21838014	MTAP
chr9	21854624	21854874	MTAP
chr9	21856109	21856155	MTAP
chr9	21859296	21859429	MTAP
chr9	21861969	21862018	MTAP
chr9	21931001	21931120	MTAP
chr9	21939153	21939222	MTAP
chr9	21940964	21941034	MTAP
chr9	21968222	21968246	C9orf53;CDKN2A
chr9	21968718	21968775	CDKN2A
chr9	21970895	21971212	CDKN2A
chr9	21974470	21974831	CDKN2A
chr9	21992445	21992484	CDKN2A
chr9	21994132	21994458	CDKN2A
chr9	22029429	22029460	CDKN2B-AS1
chr9	24545497	24545528	IZUMO3
chr9	27173164	27173195	chr9:27.2Mb
chr9	32435998	32436029	chr9:32.4Mb
chr9	33001433	33001464	APTX
chr9	35074099	35074218	FANCG
chr9	35074362	35074496	FANCG
chr9	35074918	35075084	FANCG
chr9	35075270	35075327	FANCG
chr9	35075456	35075756	FANCG
chr9	35075953	35076030	FANCG
chr9	35076423	35076585	FANCG
chr9	35076715	35076872	FANCG
chr9	35076962	35077103	FANCG
chr9	35077255	35077401	FANCG
chr9	35078132	35078390	FANCG
chr9	35078596	35078738	FANCG
chr9	35079142	35079243	FANCG
chr9	35079432	35079526	FANCG
chr9	36169582	36169613	CCIN
chr9	40715853	40715884	FAM74A3
chr9	43627427	43627428	SPATA31A6
chr9	45733780	45733811	FAM27E2
chr9	66553479	66553510	FLJ20444
chr9	69256725	69256756	chr9:69.3Mb
chr9	72003020	72003051	chr9:72.0Mb
chr9	75303637	75303668	TMC1
chr9	78848538	78848569	chr9:78.8Mb
chr9	80409472	80409504	GNAQ
chr9	80412477	80412509	GNAQ
chr9	82286270	82286301	chr9:82.3Mb
chr9	84607742	84607773	SPATA31D1
chr9	87285658	87285880	NTRK2
chr9	87317068	87317153	NTRK2
chr9	87317257	87317339	NTRK2
chr9	87322753	87322832	NTRK2
chr9	87325546	87325711	NTRK2
chr9	87338482	87338629	NTRK2
chr9	87339133	87339276	NTRK2
chr9	87342563	87342879	NTRK2
chr9	87356801	87356847	NTRK2
chr9	87359882	87359993	NTRK2
chr9	87366895	87367005	NTRK2
chr9	87425451	87425499	NTRK2
chr9	87475949	87476007	NTRK2
chr9	87482118	87482351	NTRK2
chr9	87486698	87486737	NTRK2
chr9	87549071	87549212	NTRK2
chr9	87563371	87563554	NTRK2
chr9	87570192	87570437	NTRK2
chr9	87635115	87635284	NTRK2
chr9	87636161	87636357	NTRK2
chr9	88618446	88618477	chr9:88.6Mb
chr9	90258396	90258429	chr9:90.3Mb
chr9	93657745	93657776	chr9:93.7Mb
chr9	96015382	96015413	chr9:96.0Mb
chr9	97863983	97864137	FANCC
chr9	97869342	97869556	FANCC
chr9	97873472	97873632	FANCC
chr9	97873739	97873924	FANCC
chr9	97876905	97876997	FANCC
chr9	97879591	97879677	FANCC
chr9	97887362	97887472	FANCC
chr9	97888805	97888868	FANCC
chr9	97897622	97897789	FANCC
chr9	97905800	97905815	FANCC
chr9	97912199	97912374	FANCC
chr9	97933355	97933430	FANCC
chr9	97934313	97934434	FANCC
chr9	98002925	98003030	FANCC
chr9	98009708	98009803	FANCC
chr9	98011403	98011578	FANCC
chr9	98209188	98209738	PTCH1
chr9	98211345	98211610	PTCH1
chr9	98212117	98212227	PTCH1
chr9	98215754	98215907	PTCH1
chr9	98218552	98218700	PTCH1
chr9	98220289	98220580	PTCH1
chr9	98221876	98222070	PTCH1
chr9	98224132	98224285	PTCH1
chr9	98229392	98229712	LOC100507346;PTCH1
chr9	98231027	98231440	LOC100507346;PTCH1
chr9	98232089	98232218	LOC100507346;PTCH1
chr9	98238310	98238446	PTCH1
chr9	98239035	98239144	PTCH1
chr9	98239823	98239989	PTCH1
chr9	98240331	98240473	PTCH1
chr9	98241276	98241434	PTCH1
chr9	98242245	98242377	PTCH1
chr9	98242666	98242875	PTCH1
chr9	98244225	98244327	PTCH1
chr9	98244410	98244490	PTCH1
chr9	98247961	98248161	PTCH1
chr9	98268683	98268886	PTCH1
chr9	98270309	98270365	PTCH1
chr9	98270437	98270648	PTCH1
chr9	98278745	98278758	PTCH1
chr9	98278899	98279107	PTCH1
chr9	100087329	100087360	CCDC180;LOC100499484-C9ORF174
chr9	103054935	103054966	INVS
chr9	106896793	106896824	SMC2
chr9	109689843	109689874	ZNF462
chr9	110248026	110248212	KLF4
chr9	110249303	110250553	KLF4
chr9	110251205	110251336	KLF4
chr9	110251443	110251458	KLF4
chr9	111782654	111782685	TMEM245
chr9	114090263	114090294	OR2K2
chr9	117033006	117033037	COL27A1
chr9	122000984	122001015	BRINP1
chr9	123583176	123583207	PSMD5
chr9	126118501	126118539	CRB2
chr9	127911946	127912205	PPP6C
chr9	127915806	127916026	PPP6C
chr9	127916179	127916269	PPP6C
chr9	127920514	127920666	PPP6C
chr9	127923114	127923190	PPP6C
chr9	127933358	127933464	PPP6C
chr9	127951192	127951231	PPP6C
chr9	127951835	127952002	PPP6C
chr9	129453213	129453244	LMX1B
chr9	132377712	132377743	chr9:132.4Mb
chr9	135073299	135073330	chr9:135.1Mb
chr9	135771616	135772146	TSC1
chr9	135772565	135772737	TSC1
chr9	135772804	135773002	TSC1
chr9	135776096	135776229	TSC1
chr9	135776970	135777091	TSC1
chr9	135777986	135778179	TSC1
chr9	135779032	135779209	TSC1
chr9	135779792	135779846	TSC1
chr9	135780962	135781531	TSC1
chr9	135782112	135782227	TSC1
chr9	135782682	135782762	TSC1
chr9	135785952	135786084	TSC1
chr9	135786383	135786505	TSC1
chr9	135786834	135786960	TSC1
chr9	135787663	135787849	TSC1
chr9	135796744	135796828	TSC1
chr9	135797200	135797365	TSC1
chr9	135798729	135798884	TSC1
chr9	135800968	135801131	TSC1
chr9	135802582	135802696	TSC1
chr9	135804148	135804264	TSC1
chr9	138150572	138150603	chr9:138.2Mb
chr9	141070109	141070140	TUBBP5
chrX	20146418	20146434	EIF1AX
chrX	20148628	20148730	EIF1AX
chrX	20150294	20150386	EIF1AX
chrX	20152069	20152130	EIF1AX
chrX	20153850	20153964	EIF1AX
chrX	20156651	20156745	EIF1AX
chrX	20159737	20159763	EIF1AX
chrX	41202454	41202620	DDX3X
chrX	41202975	41203090	DDX3X
chrX	41203268	41203396	DDX3X
chrX	41203477	41203667	DDX3X
chrX	41204418	41204592	DDX3X
chrX	41204642	41204816	DDX3X
chrX	41205467	41205678	DDX3X
chrX	41205743	41205890	DDX3X
chrX	47422361	47422467	ARAF
chrX	47422619	47422733	ARAF
chrX	47424190	47424303	ARAF
chrX	47424378	47424543	ARAF
chrX	47424636	47424758	ARAF
chrX	47426032	47426184	ARAF
chrX	47426277	47426315	ARAF
chrX	47426379	47426535	ARAF
chrX	47426623	47426836	ARAF
chrX	47428111	47428298	ARAF
chrX	47428380	47428437	ARAF
chrX	47428932	47429061	ARAF
chrX	47429286	47429428	ARAF
chrX	47430271	47430416	ARAF
chrX	47430716	47430861	ARAF;SYN1
chrX	63405991	63406059	AMER1
chrX	63409753	63413171	AMER1
chrX	66118920	66127943	chrX:66.1Mb
chrX	66764983	66766609	AR
chrX	66788839	66788869	AR
chrX	66863092	66863254	AR
chrX	66905846	66905973	AR
chrX	66909392	66909464	AR
chrX	66914509	66914569	AR
chrX	66931238	66931536	AR
chrX	66937314	66937469	AR
chrX	66941669	66941810	AR
chrX	66942663	66942831	AR
chrX	66943522	66943688	AR
chrX	76763823	76764112	ATRX
chrX	76776260	76776399	ATRX
chrX	76776875	76776981	ATRX
chrX	76777735	76777871	ATRX
chrX	76778724	76778884	ATRX
chrX	76812916	76813121	ATRX
chrX	76814134	76814322	ATRX
chrX	76829709	76829828	ATRX
chrX	76845298	76845415	ATRX
chrX	76849160	76849324	ATRX
chrX	76854874	76855054	ATRX
chrX	76855195	76855294	ATRX
chrX	76855897	76856038	ATRX
chrX	76871924	76871984	ATRX
chrX	76872075	76872203	ATRX
chrX	76874268	76874454	ATRX
chrX	76875857	76876005	ATRX
chrX	76888689	76888877	ATRX
chrX	76889048	76889205	ATRX
chrX	76890079	76890199	ATRX
chrX	76891400	76891552	ATRX
chrX	76907598	76907848	ATRX
chrX	76909582	76909695	ATRX
chrX	76912044	76912148	ATRX
chrX	76918865	76919052	ATRX
chrX	76920128	76920272	ATRX
chrX	76931715	76931798	ATRX
chrX	76937006	76940090	ATRX
chrX	76940425	76940503	ATRX
chrX	76944305	76944425	ATRX
chrX	76949307	76949431	ATRX
chrX	76952059	76952197	ATRX
chrX	76953065	76953128	ATRX
chrX	76954056	76954122	ATRX
chrX	76972602	76972725	ATRX
chrX	77041462	77041492	ATRX
chrX	123156472	123156526	STAG2
chrX	123159684	123159773	STAG2
chrX	123164805	123164980	STAG2
chrX	123171371	123171478	STAG2
chrX	123176413	123176500	STAG2
chrX	123179008	123179223	STAG2
chrX	123181198	123181360	STAG2
chrX	123182849	123182933	STAG2
chrX	123184030	123184164	STAG2
chrX	123184965	123185074	STAG2
chrX	123185159	123185249	STAG2
chrX	123189972	123190090	STAG2
chrX	123191710	123191832	STAG2
chrX	123195068	123195196	STAG2
chrX	123195615	123195729	STAG2
chrX	123196746	123196849	STAG2
chrX	123196960	123197060	STAG2
chrX	123197692	123197906	STAG2
chrX	123199720	123199801	STAG2
chrX	123200019	123200117	STAG2
chrX	123200200	123200291	STAG2
chrX	123202408	123202511	STAG2
chrX	123204963	123205178	STAG2
chrX	123210176	123210326	STAG2
chrX	123211801	123211913	STAG2
chrX	123215224	123215383	STAG2
chrX	123217265	123217404	STAG2
chrX	123220391	123220625	STAG2
chrX	123224419	123224619	STAG2
chrX	123224698	123224819	STAG2
chrX	123227862	123227999	STAG2
chrX	123229216	123229304	STAG2
chrX	123234418	123234452	STAG2
